STABR;FSCSKEY;LIBID;LIBNAME;ADDRESS;CITY;ZIP;PHONE;VISITS;LONGITUDE;LATITUDE
DE;DE0005;DE0005-002;HARRINGTON PUBLIC LIBRARY;110 CENTER STREET;HARRINGTON;19952;3023984647;33159;-75576575;38928433
DE;DE0009;DE0009-002;LAUREL PUBLIC LIBRARY;101 E. FOURTH ST;LAUREL;19956;3028743184;76515;-75570969;38556131
DE;DE0010;DE0010-002;LEWES PUBLIC LIBRARY;111 ADAMS AVENUE;LEWES;19958;3026452733;169261;-75141635;38767784
DE;DE0011;DE0011-002;MILFORD PUBLIC LIBRARY;11 S.E. FRONT STREET;MILFORD;19963;3024228996;201786;-75427708;3891251
DE;DE0013;DE0013-002;MILLSBORO PUBLIC LIBRARY;217 WEST STATE STREET;MILLSBORO;19966;3029348743;40063;-75296986;38593473
DE;DE0015;DE0015-002;NEW CASTLE PUBLIC LIBRARY;424 DELAWARE STREET;NEW CASTLE;19720;3023281995;94425;-75565158;39660673
DE;DE0017;DE0017-002;REHOBOTH BEACH PUBLIC LIBRARY;226 REHOBOTH AVENUE;REHOBOTH BEACH;19971;3022278044;80623;-75082958;38715812
DE;DE0018;DE0018-002;SEAFORD DISTRICT LIBRARY;600 N MARKET ST EXT;SEAFORD;19973;3026292524;120435;-75619664;38656584
DE;DE0019;DE0019-002;SELBYVILLE PUBLIC LIBRARY;11 MAIN & MCCABE STREET;SELBYVILLE;19975;3024368195;35960;-75155905;3847127
DE;DE0020;DE0020-002;SMYRNA PUBLIC LIBRARY;107 SOUTH MAIN STREET;SMYRNA;19977;3026534579;82448;-7560462;39299676
DE;DE0022;DE0022-007;WILMINGTON INSTITUTE LIBRARY;10 EAST 10TH STREET;WILMINGTON;19801;3025717400;323563;-75547377;39745359
DE;DE0023;DE0023-002;BRIDGEVILLE PUBLIC LIBRARY;600 SOUTH CANNON STREET;BRIDGEVILLE;19933;3023377401;55683;-75601994;38736302
DE;DE0026;DE0026-002;CORBIT-CALLOWAY MEMORIAL LIBRARY;115 HIGH STREET;ODESSA;19730;3023788838;49367;-75654959;39454315
DE;DE0027;DE0027-002;DELAWARE CITY PUBLIC LIBRARY;250 FIFTH STREET;DELAWARE CITY;19706;3028344148;36441;-75592364;39571466
DE;DE0028;DE0028-002;DELMAR PUBLIC LIBRARY;101 NORTH BI-STATE BLVD;DELMAR;19940;3028469894;43111;-75574238;38457047
DE;DE0029;DE0029-002;DOVER PUBLIC LIBRARY;35 LOOCKERMAN PLAZA;DOVER;19901;3027367032;297163;-75522341;39158673
DE;DE0030;DE0030;SUSSEX COUNTY DEPT. OF LIBRARIES;22215 DUPONT BLVD.;GEORGETOWN;19947;3028557890;281004;-75395321;38681535
DE;DE0032;DE0032-004;KENT COUNTY PUBLIC LIBRARY;497 SOUTH RED HAVEN LANE;DOVER;19901;3027449435;157950;-75550671;39079604
DE;DE0046;DE0046;DEPARTMENT OF COMMUNITY SERVICES;77 READS WAY;NEW CASTLE;19720;3023955617;1828876;-75612477;39687622
FL;FL0001;FSCS5000;MARION COUNTY PUBLIC LIBRARY SYSTEM;2720 EAST SILVER SPRINGS BLVD.;OCALA;34470;3526718551;1013109;-8210021;29188671
FL;FL0003;FSCS5002;JACKSONVILLE PUBLIC LIBRARY;303 LAURA STREET NORTH;JACKSONVILLE;32202;9046302665;3403267;-8165874;30328915
FL;FL0004;FL0004;NORTHWEST REGIONAL LIBRARY SYSTEM;898 WEST 11TH STREET;PANAMA CITY;32412;8505222100;412359;-85672692;30167984
FL;FL0005;FSCS5060;ORANGE COUNTY LIBRARY DISTRICT;101 EAST CENTRAL BLVD.;ORLANDO;32801;4078357323;3872913;-81377336;28542205
FL;FL0007;FSCS5005;SUWANNEE RIVER REGIONAL LIBRARY SYSTEM;1848 OHIO/M L KING AVENUE SOUTH;LIVE OAK;32064;3863622317;296531;-82988747;30276157
FL;FL0008;FSCS5006;WEST FLORIDA PUBLIC LIBRARY;239 NORTH SPRING STREET;PENSACOLA;32502;8505300116;682081;-8721895;3041575
FL;FL0011;FSCS5009;BREVARD COUNTY LIBRARY SYSTEM;308 FORREST AVENUE;COCOA;32922;3216331801;2480065;-80730339;28359993
FL;FL0012;FSCS5010;BROWARD COUNTY LIBRARIES DIVISION;100 S. ANDREWS AVE;FORT LAUDERDALE;33301;9543577237;7616931;-80143435;26121389
FL;FL0013;FSCS5012;DOREEN GAUTHIER LIGHTHOUSE POINT LIBRARY;2200 N.E. 38TH STREET;LIGHTHOUSE POINT;33064;9549466398;35000;-80093939;26277684
FL;FL0014;FSCS5013;ETHEL M. GORDON OAKLAND PARK LIBRARY;1298 N.E. 37TH STREET;OAKLAND PARK;33334;9546304366;45000;-80129738;26173219
FL;FL0016;FSCS5014;RICHARD C. SULLIVAN PUBLIC LIBRARY OF WILTON MANORS;500 N.E. 26TH STREET;WILTON MANORS;33305;9543902195;29671;-80140087;26159284
FL;FL0018;FSCS5016;CITRUS COUNTY LIBRARY SYSTEM;425 W. ROOSEVELT BOULEVARD;BEVERLY HILLS;34465;3527469077;406703;-8244223;28910374
FL;FL0019;FSCS5017;CLAY COUNTY PUBLIC LIBRARY SYSTEM;1895 TOWN CENTER BLVD.;FLEMING ISLAND;32003;9042784745;457931;-81711798;30092391
FL;FL0020;FSCS5018;COLLIER COUNTY PUBLIC LIBRARY;2385 ORANGE BLOSSOM DRIVE;NAPLES;34109;2395933511;1285052;-8176975;26232871
FL;FL0021;FSCS5019;COLUMBIA COUNTY PUBLIC LIBRARY;308 NW COLUMBIA AVENUE;LAKE CITY;32055;3867581018;208004;-82637998;30192531
FL;FL0022;FSCS5020;BROCKWAY MEMORIAL LIBRARY;10021 NORTHEAST SECOND AVENUE;MIAMI SHORES;33138;3057588107;36470;-80193562;25867282
FL;FL0023;FSCS5021;HIALEAH PUBLIC LIBRARIES;190 WEST 49 STREET;HIALEAH;33012;3058212700;170862;-80285871;25866724
FL;FL0024;FSCS5022;NORTH MIAMI BEACH PUBLIC LIBRARY;1601 NORTHEAST 164TH STREET;NORTH MIAMI BEACH;33162;3059482970;263462;-80168308;25926841
FL;FL0025;FSCS5023;MIAMI-DADE PUBLIC LIBRARY SYSTEM;101 WEST FLAGLER STREET;MIAMI;33130;3053755016;5473200;-80196391;25774088
FL;FL0028;FSCS5029;FLAGLER BEACH PUBLIC LIBRARY;315 SOUTH SEVENTH STREET;FLAGLER BEACH;32136;3865172030;16529;-81128266;29476162
FL;FL0029;FSCS5030;FLAGLER COUNTY PUBLIC LIBRARY;2500 PALM COAST PARKWAY NW;PALM COAST;32137;3864466763;315398;-81239082;29553353
FL;FL0030;FSCS5032;GADSDEN COUNTY PUBLIC LIBRARY;732 S. PAT THOMAS PARKWAY;QUINCY;32351;8506277106;98406;-84592525;30576529
FL;FL0032;FSCS5034;HENDRY COUNTY LIBRARY SYSTEM;120 WEST OSCEOLA AVENUE;CLEWISTON;33440;8639831493;83614;-8093437;26755791
FL;FL0035;FL0035;HILLSBOROUGH COUNTY PUBLIC LIBRARY COOPERATIVE;900 NORTH ASHLEY DRIVE;TAMPA;33602;8132733660;4222292;-82461531;2795097
FL;FL0036;FSCS5038;INDIAN RIVER COUNTY LIBRARY;1600 21ST STREET;VERO BEACH;32960;7727705060;559943;-80401473;27639816
FL;FL0039;FSCS5042;LAKE COUNTY LIBRARY SYSTEM;2401 WOODLEA RD.;TAVARES;32778;3522536180;1554776;-81752164;28789528
FL;FL0041;FSCS5044;FORT MYERS BEACH PUBLIC LIBRARY;2755 ESTERO BLVD.;FORT MYERS BEACH;33931;2394639691;174415;-81939239;26447452
FL;FL0042;FL0042;LEE COUNTY LIBRARY SYSTEM;2345 UNION STREET;FORT MYERS;33901;2395334800;1165326;-81865598;26638591
FL;FL0043;FSCS5046;SANIBEL PUBLIC LIBRARY;770 DUNLOP ROAD;SANIBEL;33957;2394722483;128002;-82071879;2644029
FL;FL0044;FSCS5047;LEROY COLLINS LEON COUNTY PUBLIC LIBRARY SYST;200 WEST PARK AVENUE;TALLAHASSEE;32301;8506062665;970628;-84283207;30442248
FL;FL0046;FSCS5049;MANATEE COUNTY PUBLIC LIBRARY SYSTEM;1301 BARCARROTA BLVD., WEST;BRADENTON;34205;9417485555;835471;-82574078;27499123
FL;FL0047;FSCS5050;MARTIN COUNTY LIBRARY SYSTEM;2351 SE MONTEREY ROAD;STUART;34996;7722194964;688042;-80224098;27194385
FL;FL0048;FSCS5051;MONROE COUNTY PUBLIC LIBRARY SYSTEM;700 FLEMING STREET;KEY LARGO;33037;3058537349;355290;-8179996;2455745
FL;FL0053;FSCS5059;MAITLAND PUBLIC LIBRARY;501 SOUTH MAITLAND AVENUE;MAITLAND;32751;4076477700;152498;-8136559;28623843
FL;FL0054;FSCS5061;WINTER PARK PUBLIC LIBRARY;460 E. NEW ENGLAND AVENUE;WINTER PARK;32789;4076233300;179385;-81346314;28595965
FL;FL0056;FSCS5063;BOCA RATON PUBLIC LIBRARY;1501 NW SPANISH RIVER BLVD.;BOCA RATON;33431;5613937852;524934;-80114187;26386654
FL;FL0058;FSCS5070;NORTH PALM BEACH PUBLIC LIBRARY;303 ANCHORAGE DRIVE;NORTH PALM BEACH;33408;5618413383;84430;-80057258;26810376
FL;FL0064;FSCS5075;NEW PORT RICHEY PUBLIC LIBRARY;5939 MAIN STREET;NEW PORT RICHEY;34652;7278531279;359249;-82716293;28250225
FL;FL0065;FL0065;PASCO COUNTY PUBLIC LIBRARY COOPERATIVE;8012 LIBRARY ROAD;HUDSON;34667;7278613020;778570;-8268256;28354316
FL;FL0091;FSCS5094;ST. JOHNS COUNTY PUBLIC LIBRARY SYSTEM;6670 US 1 SOUTH;ST. AUGUSTINE;32086;9048276925;916282;-81313131;29758722
FL;FL0092;FSCS5095;ST. LUCIE COUNTY LIBRARY SYSTEM;101 MELODY LANE;FORT PIERCE;34950;7724621615;561138;-80321761;27448351
FL;FL0093;FSCS5091;SARASOTA COUNTY PUBLIC LIBRARIES;1660 RINGLING BLVD.;SARASOTA;34236;9418615450;1769422;-82537259;27334872
FL;FL0094;FSCS5092;ALTAMONTE SPRINGS CITY LIBRARY;281 NORTH MAITLAND AVENUE;ALTAMONTE SPRINGS;32701;4075718830;52459;-81365839;28658647
FL;FL0095;FSCS5093;SEMINOLE COUNTY PUBLIC LIBRARY SYSTEM;215 N. OXFORD ROAD;CASSELBERRY;32707;4076651505;1628057;-81335751;28661762
FL;FL0099;FSCS5100;VOLUSIA COUNTY PUBLIC LIBRARY;1290 INDIAN LAKE RD.;DAYTONA BEACH;32124;3862481745;2119089;-81145534;29144032
FL;FL0101;FSCS5102;WALTON COUNTY PUBLIC LIBRARY SYSTEM;3 CIRCLE DRIVE;DEFUNIAK SPRINGS;32435;8508923624;107781;-86115935;30718481
FL;FL0103;FSCS5025;NORTH MIAMI PUBLIC LIBRARY;835 N.E. 132ND STREET;NORTH MIAMI;33161;3058915535;105220;-80181878;25896891
FL;FL0106;FSCS5035;HERNANDO COUNTY PUBLIC LIBRARY SYSTEM;238 HOWELL AVE;BROOKSVILLE;34601;3527544043;319595;-8238759;28556875
FL;FL0109;FSCS5062;OSCEOLA LIBRARY SYSTEM;211 E. DAKIN AVENUE;KISSIMMEE;34741;4077428888;848149;-81404135;28292326
FL;FL0118;FSCS0001;CITRUS SPRINGS MEMORIAL LIBRARY;1826 W COUNTRY CLUB BLVD;CITRUS SPRINGS;34434;3524892313;30811;-82465481;28990593
FL;FL0123;FSCS4000;EUSTIS MEMORIAL LIBRARY;120 NORTH CENTER STREET;EUSTIS;32726;3523575302;74678;-81681566;28854163
FL;FL0127;FL0127;PINELLAS PUBLIC LIBRARY COOPERATIVE;1330 CLEVELAND STREET;CLEARWATER;33755;7274418408;4031792;-8278176;27965706
FL;FL0133;FSCS5066;HIGHLAND BEACH LIBRARY;3618 S. OCEAN BLVD.;HIGHLAND BEACH;33487;5612785455;12898;-80064871;26410937
FL;FL0135;FL0135;WILDERNESS COAST PUBLIC LIBRARIES;1180 WEST WASHINGTON STREET;MONTICELLO;32344;8509977400;197490;-83881948;30545028
FL;FL0136;FL0136;PANHANDLE PUBLIC LIBRARY COOPERATIVE SYSTEM;4487 LAFAYETTE ST. SUITE 4;MARIANNA;32446;8504829296;182772;-85222111;30773851
FL;FL0146;FL0146;SUMTER COUNTY LIBRARY SYSTEM;7375 POWELL ROAD, SUITE 150;WILDWOOD;34785;3526894560;421368;-82020495;28862169
FL;FL0147;FL0147;THREE RIVERS REGIONAL LIBRARY SYSTEM;305 W. MAIN ST.;MAYO;32066;3862943856;203467;-83178734;30053012
FL;FL0149;FL0149;NEW RIVER PUBLIC LIBRARY COOPERATIVE;110 N. LAKE AVE;LAKE BUTLER;32054;3864962526;298964;-82338162;30023737
FL;FL0150;FL0150;HEARTLAND LIBRARY COOPERATIVE;319 W. CENTER AVE.;SEBRING;33870;8634026719;448472;-81443679;27494912
FL;FL0240;FL0240;PARKLAND LIBRARY;6620 UNIVERSITY DRIVE;PARKLAND;33067;9547574200;89318;-80252438;26314107
FL;FL0246;FL0246;PALM BEACH COUNTY LIBRARY SYSTEM;3650 SUMMIT BOULEVARD;WEST PALM BEACH;33406;5612332600;4282754;-80098028;26663628
FL;FL0247;FL0247;BOYNTON BEACH CITY LIBRARY;208 S. SEACREST BLVD.;BOYNTON BEACH;33435;5617426380;262782;-80064075;26526079
FL;FL0248;FL0248;DELRAY BEACH LIBRARY;100 WEST ATLANTIC AVENUE;DELRAY BEACH;33444;5612660194;428451;-8007422;2646155
FL;FL0249;FL0249;LAKE PARK PUBLIC LIBRARY;529 PARK AVENUE;LAKE PARK;33403;5618813330;266442;-80063281;26798522
FL;FL0250;FL0250;LAKE WORTH PUBLIC LIBRARY;15 NORTH M STREET;LAKE WORTH;33460;5615337354;55000;-80053414;26615989
FL;FL0251;FL0251;LANTANA PUBLIC LIBRARY;205 WEST OCEAN AVENUE;LANTANA;33462;5615405740;36592;-80052601;26584479
FL;FL0252;FL0252;PALM SPRINGS PUBLIC LIBRARY;217 CYPRESS LANE;PALM SPRINGS;33461;5619652204;78896;-80095471;26642312
FL;FL0253;FL0253;RIVIERA BEACH PUBLIC LIBRARY;600 W. BLUE HERON BLVD.;RIVIERA BEACH;33404;5618454195;60532;-80064824;26783291
FL;FL0254;FL0254;MANDEL PUBLIC LIBRARY OF WEST PALM BEACH;411 CLEMATIS ST.;WEST PALM BEACH;33401;5618687700;469409;-80054013;26713417
FL;FL0255;FL0255;SANTA ROSA COUNTY LIBRARY SYSTEM;6275 DOGWOOD DR;MILTON;32570;8509817323;260080;-87054982;30662774
FL;FL0256;FL0256;INDIAN ROCKS BEACH LIBRARY;1507 BAY PALM BOULEVARD;INDIAN ROCKS BEACH;33785;7275961822;8200;-82846104;27897914
FL;FL0257;FSCS5011;HELEN B. HOFFMAN PLANTATION LIBRARY;501 N. FIG TREE LANE;PLANTATION;33317;9547972140;95494;-80227724;26128272
FL;FL0258;FL0258;CHARLOTTE COUNTY PUBLIC LIBRARY;2050 FORREST NELSON BOULEVARD;PORT CHARLOTTE;33952;9416133200;632408;-82123079;2700192
FL;FL0259;FL7000;PAL PUBLIC LIBRARY COOPERATIVE;7871 NE 90TH STREET;BRONSON;32621;3524865552;1498098;-82641507;2946329
FL;FL0260;FL0260;SHALIMAR PUBLIC LIBRARY;6 TENTH AVENUE;SHALIMAR;32579;8506519906;2906;-86578975;30446005
FL;FL8001;FL8001;POLK COUNTY LIBRARY COOPERATIVE;2150 S. BROADWAY AVE.;BARTOW;33830;8635197958;1677060;-81843147;27873458
FL;FL8002;FL8002;APALACHICOLA MUNICIPAL LIBRARY;80 12TH STREET;APALACHICOLA;32320;8506538436;9737;-84990516;29721849
FL;FL8003;FL8003;OKALOOSA COUNTY PUBLIC LIBRARY COOPERATIVE;206 N. PARTIN DR.;NICEVILLE;32578;8506095102;491725;-86476324;30522829
FL;FL8004;FL8004;LYNN HAVEN PUBLIC LIBRARY;901 OHIO AVENUE;LYNN HAVEN;32444;8502652781;39315;-85648607;30245222
FL;FL8005;FL8005;NASSAU COUNTY PUBLIC LIBRARY SYSTEM;25 N. 4TH ST.;FERNANDINA BEACH;32034;9045306500;186210;-81462004;3067187
FL;FL8009;FL8043;WASHINGTON COUNTY PUBLIC LIBRARY SYSTEM;1444 JACKSON AVENUE;CHIPLEY;32428;8506381314;56227;-85552985;3077681
GA;GA0001;GA0001;PIEDMONT REGIONAL LIBRARY SYSTEM;990 WASHINGTON STREET;JEFFERSON;30549;7063679399;484430;-83584464;34127522
GA;GA0002;GA0002;BARTOW COUNTY LIBRARY SYSTEM;429 WEST MAIN STREET;CARTERSVILLE;30120;7703824203;168883;-84805787;34163171
GA;GA0003;GA0003;FITZGERALD-BEN HILL COUNTY LIBRARY;123 NORTH MAIN STREET;FITZGERALD;31750;2294265080;79928;-83254256;31715356
GA;GA0004;GA0004;MIDDLE GEORGIA REGIONAL LIBRARY SYSTEM;1180 WASHINGTON AVENUE;MACON;31201;4787440800;692790;-83638726;3283906
GA;GA0005;GA0005;BROOKS COUNTY PUBLIC LIBRARY;404 BARWICK RD.;QUITMAN;31643;2292634412;35324;-83569887;30788036
GA;GA0006;GA0006;STATESBORO REGIONAL PUBLIC LIBRARIES;124 SOUTH MAIN STREET;STATESBORO;30458;9127641341;341071;-81783686;32446006
GA;GA0007;GA0007;WEST GEORGIA REGIONAL LIBRARY;710 ROME STREET;CARROLLTON;30117;7708366711;883797;-85074462;33585059
GA;GA0008;GA0008;LIVE OAK PUBLIC LIBRARIES;2002 BULL STREET;SAVANNAH;31401;9126523600;1387892;-81099933;32057911
GA;GA0009;GA0009;CHATTOOGA COUNTY LIBRARY SYSTEM;360 FARRAR DRIVE;SUMMERVILLE;30747;7068572553;45403;-85331679;34491503
GA;GA0010;GA0010;SEQUOYAH REGIONAL LIBRARY SYSTEM;116 BROWN INDUSTRIAL PARKWAY;CANTON;30114;7704793090;648249;-84469343;34237219
GA;GA0011;GA0011;ATHENS REGIONAL LIBRARY SYSTEM;2025 BAXTER STREET;ATHENS;30606;7066133650;870673;-83408746;33945447
GA;GA0012;GA0012;CLAYTON COUNTY LIBRARY SYSTEM;865 BATTLE CREEK ROAD;JONESBORO;30236;7704733850;872845;-84363037;33554486
GA;GA0013;GA0013;COBB COUNTY PUBLIC LIBRARY SYSTEM;266 ROSWELL STREET;MARIETTA;30060;7705282320;1783221;-84543642;33950455
GA;GA0014;GA0014;SATILLA REGIONAL LIBRARY SYSTEM;200 S. MADISON AVENUE, SUITE D;DOUGLAS;31533;9123844667;52270;-82848855;31506414
GA;GA0015;GA0015;MOULTRIE-COLQUITT COUNTY LIBRARY SYSTEM;204 5TH STREET SE;MOULTRIE;31768;2299856540;85220;-83782965;31177764
GA;GA0016;GA0016;SOUTHWEST GEORGIA REGIONAL LIBRARY SYSTEM;301 S. MONROE STREET;BAINBRIDGE;39819;2292482665;151921;-84569985;309039
GA;GA0017;GA0017;DEKALB COUNTY PUBLIC LIBRARY;3560 KENSINGTON RD.;DECATUR;30032;4045087190;2504130;-84243906;33771371
GA;GA0018;GA0018;OCMULGEE REGIONAL LIBRARY SYSTEM;531 SECOND AVENUE;EASTMAN;31023;4783744711;124251;-8318041;32192328
GA;GA0019;GA0019;DOUGHERTY COUNTY PUBLIC LIBRARY;300 PINE AVENUE;ALBANY;31701;2294203200;333018;-84153782;31578381
GA;GA0020;GA0020;ELBERT COUNTY PUBLIC LIBRARY SYSTEM;345 HEARD STREET;ELBERTON;30635;7062835375;41624;-82859624;34106968
GA;GA0021;GA0021;SARA HIGHTOWER REGIONAL LIBRARY SYSTEM;205 RIVERSIDE PARKWAY NE;ROME;30161;7062364630;362527;-85169584;34267282
GA;GA0022;GA0022;ATLANTA FULTON PUBLIC LIBRARY SYSTEM;ONE MARGARET MITCHELL SQUARE;ATLANTA;30303;4047301700;4070989;-84387935;33757806
GA;GA0023;GA0023;THREE RIVERS REGIONAL LIBRARY SYSTEM;280 S. MAHOGANY ST.;JESUP;31546;9125592391;374263;-81877967;31597053
GA;GA0024;GA0024;RODDENBERY MEMORIAL LIBRARY;320 NORTH BROAD STREET;CAIRO;39828;2293773632;109716;-84208166;30879028
GA;GA0025;GA0025;GWINNETT COUNTY PUBLIC LIBRARY SYSTEM;1001 LAWRENCEVILLE HIGHWAY;LAWRENCEVILLE;30046;7708224522;2989860;-84013663;33941569
GA;GA0026;GA0026;NORTHEAST GEORGIA REGIONAL LIBRARY SYSTEM;204 ELLISON STREET, SUITE F;CLARKESVILLE;30523;7067540416;277888;-8351392;34600862
GA;GA0027;GA0027;CHESTATEE REGIONAL LIBRARY SYSTEM;342 ALLEN STREET;DAWSONVILLE;30534;7063443690;153181;-84107972;34419229
GA;GA0028;GA0028;HART COUNTY LIBRARY SYSTEM;150 BENSON STREET;HARTWELL;30643;7063764655;45344;-82930433;34349791
GA;GA0029;GA0029;HOUSTON COUNTY PUBLIC LIBRARY;1201 WASHINGTON STREET;PERRY;31069;4789873050;220397;-83733305;32461208
GA;GA0030;GA0030;JEFFERSON COUNTY LIBRARY SYSTEM;306 E. BROAD STREET;LOUISVILLE;30434;4786253751;90941;-82406829;32997594
GA;GA0031;GA0031;OCONEE REGIONAL LIBRARY SYSTEM;801 BELLEVUE AVENUE;DUBLIN;31021;4782725710;167183;-82915959;32537349
GA;GA0032;GA0032;SOUTH GEORGIA REGIONAL LIBRARY;300 WOODROW WILSON DRIVE;VALDOSTA;31602;2293330086;312601;-83285603;30859635
GA;GA0033;GA0033;PINE MOUNTAIN REGIONAL LIBRARY SYSTEM;218 W. PERRY STREET;MANCHESTER;31816;7068462186;90225;-8461093;32859997
GA;GA0034;GA0034;DE SOTO TRAIL REGIONAL LIBRARY SYSTEM;145 EAST BROAD STREET;CAMILLA;31730;2293368372;94507;-84203472;31231145
GA;GA0035;GA0035;UNCLE REMUS REGIONAL LIBRARY SYSTEM;1121 EAST AVENUE;MADISON;30650;7063424974;633843;-83453232;33594908
GA;GA0036;GA0036;CHATTAHOOCHEE VALLEY LIBRARIES;3000 MACON ROAD;COLUMBUS;31906;7062432669;723724;-8494786;3247725
GA;GA0037;GA0037;NEWTON COUNTY LIBRARY SYSTEM;7116 FLOYD STREET;COVINGTON;30014;7707873231;177814;-83839242;33600011
GA;GA0038;GA0038;PEACH PUBLIC LIBRARIES;315 MARTIN LUTHER KING JR. DRIVE;FORT VALLEY;31030;4788251640;60795;-8388254;32549603
GA;GA0039;GA0039;AUGUSTA-RICHMOND COUNTY PUBLIC LIBRARY SYSTEM;823 TELFAIR STREET;AUGUSTA;30901;7068212600;496513;-81968441;33472631
GA;GA0040;GA0040;CONYERS-ROCKDALE LIBRARY SYSTEM;864 GREEN STREET;CONYERS;30012;7703885040;262843;-8401759;33665603
GA;GA0041;GA0041;SCREVEN-JENKINS REGIONAL LIBRARY SYSTEM;106 S. COMMUNITY DR;SYLVANIA;30467;9125647526;93196;-81642435;32748552
GA;GA0042;GA0042;FLINT RIVER REGIONAL LIBRARY SYSTEM;800 MEMORIAL DRIVE;GRIFFIN;30223;7704124770;975572;-84252701;33245183
GA;GA0043;GA0043;LAKE BLACKSHEAR REGIONAL LIBRARY SYSTEM;307 EAST LAMAR STREET;AMERICUS;31709;2299248091;139671;-84227871;32071818
GA;GA0044;GA0044;KINCHAFOONEE REGIONAL LIBRARY SYSTEM;913 FORRESTER DRIVE, SE;DAWSON;39842;2299956331;77269;-84437147;31761361
GA;GA0045;GA0045;THOMAS COUNTY PUBLIC LIBRARY SYSTEM;201 NORTH MADISON STREET;THOMASVILLE;31792;2292255252;171435;-83982143;30838118
GA;GA0046;GA0046;COASTAL PLAIN REGIONAL LIBRARY;2014 CHESTNUT AVENUE;TIFTON;31794;2293863400;237269;-83501257;31473422
GA;GA0047;GA0047;MOUNTAIN REGIONAL LIBRARY SYSTEM;698 MILLER STREET;YOUNG HARRIS;30582;7063793732;261104;-83849781;34938331
GA;GA0048;GA0048;TROUP-HARRIS REGIONAL LIBRARY;115 ALFORD STREET;LAGRANGE;30240;7068827784;202660;-85038122;33037444
GA;GA0049;GA0049;CHEROKEE REGIONAL LIBRARY SYSTEM;305 SOUTH DUKE STREET;LAFAYETTE;30728;7066382992;145352;-85281206;34701747
GA;GA0050;GA0050;NORTHWEST GEORGIA REGIONAL LIBRARY SYSTEM;310 CAPPES STREET;DALTON;30720;7068761360;210986;-84978141;3477543
GA;GA0051;GA0051;BARTRAM TRAIL REGIONAL LIBRARY SYSTEM;204 E. LIBERTY STREET;WASHINGTON;30673;7066787736;68278;-82738196;33735803
GA;GA0052;GA0052;OHOOPEE REGIONAL LIBRARY SYSTEM;610 JACKSON STREET;VIDALIA;30474;9125379283;105368;-82414582;32212161
GA;GA0053;GA0053;OKEFENOKEE REGIONAL LIBRARY SYSTEM;401 LEE AVENUE;WAYCROSS;31501;9122874980;144066;-8235407;31208031
GA;GA0054;GA0054;HENRY COUNTY LIBRARY SYSTEM;1001 FLORENCE MCGARITY BLVD;MCDONOUGH;30252;6784325353;338511;-84125375;33444491
GA;GA0056;GA0056;LEE COUNTY PUBLIC LIBRARY;445 OAKLAND PARKWAY, W.;LEESBURG;31763;2298090300;102215;-84262984;31666993
GA;GA0058;GA0058;FORSYTH COUNTY PUBLIC LIBRARY;585 DAHLONEGA STREET;CUMMING;30040;7707819840;651060;-84132464;34221076
GA;GA0060;GA0060;HALL COUNTY LIBRARY SYSTEM;127 MAIN STREET NW;GAINESVILLE;30501;7705323311;337785;-83828366;34300454
GA;GA0062;GA0062;TWIN LAKES LIBRARY SYSTEM;151 SOUTH JEFFERSON STREET;MILLEDGEVILLE;31061;4784520677;122573;-83225176;33080491
GA;GA0063;GA0063;COWETA COUNTY PUBLIC LIBRARY SYSTEM;85 LITERARY LANE;NEWNAN;30265;7706832052;324171;-84670121;33386196
GA;GA0064;GA0064;CATOOSA COUNTY LIBRARY;108 CATOOSA CIRCLE;RINGGOLD;30736;7069653600;80245;-85181736;34935901
GA;GA0065;GA0065;WORTH COUNTY LIBRARY SYSTEM;205 EAST POPE STREET;SYLVESTER;31791;2297762096;96973;-83835284;3152906
GA;GA0066;GA0066;GREATER CLARKS HILL REGIONAL LIBRARY;7022 EVANS TOWNE CENTER BLVD;EVANS;30809;7068631946;466791;-82130184;3354452
GA;GA0067;GA0067;MARSHES OF GLYNN LIBRARIES;208 GLOUCESTER STREET;BRUNSWICK;31520;9122793740;161589;-81496429;31148752
GU;GU0001;GU0001;GUAM PUBLIC LIBRARY SYSTEM;254 MARTYR STREET;AGANA;96910;6714754753;81572;144753522;13473481
HI;HI0001;FSCS0001;HAWAII STATE PUBLIC LIBRARY SYSTEM;44 MERCHANT STREET;HONOLULU;96813;8085863704;4135229;-157863386;21309787
IA;IA0002;AA;OTTUMWA PUBLIC LIBRARY;102 W 4TH ST;OTTUMWA;52501;6416827563;87704;-92410785;41019653
IA;IA0003;AB;AGENCY PUBLIC LIBRARY;104 E MAIN;AGENCY;52530;6419376002;624;-9230638;40994887
IA;IA0004;AC;CARNEGIE-EVANS PUBLIC LIBRARY;203 BENTON AVE EAST;ALBIA;52531;6419322469;70725;-92805724;41027185
IA;IA0005;AD;ALLERTON PUBLIC LIBRARY;103 S CENTRAL;ALLERTON;50008;6418734575;1336;-93365124;40706477
IA;IA0006;AF;BLOOMFIELD PUBLIC LIBRARY;200 W LOCUST ST;BLOOMFIELD;52537;6416642209;11700;-92416512;40752731
IA;IA0007;AG;DRAKE PUBLIC LIBRARY;115 DRAKE AVE;CENTERVILLE;52544;6418566676;70000;-92872656;40732329
IA;IA0008;AH;CHARITON FREE PUBLIC LIBRARY;803 BRADEN AVE;CHARITON;50049;6417745514;38361;-93305532;41015607
