STABR;FSCSKEY;LIBID;LIBNAME;ADDRESS;CITY;ZIP;PHONE;VISITS;LONGITUDE;LATITUDE
IA;IA0432;IA0432;LIED PUBLIC LIBRARY-CLARINDA;100 E GARFIELD ST;CLARINDA;51632;7125422416;50348;-95037751;4073508
IA;IA0433;XC;LIED PUBLIC LIBRARY-ESSEX;508 IOWA AVE;ESSEX;51638;7123793355;4279;-95307069;40833436
IA;IA0434;XD;ELLIOTT PUBLIC LIBRARY;401 MAIN ST;ELLIOTT;51532;7127672355;2218;-95162618;41149286
IA;IA0435;XE;RED OAK PUBLIC LIBRARY;400 N 2ND ST;RED OAK;51566;7126236516;56160;-95230306;41008271
IA;IA0436;XF;STANTON PUBLIC LIBRARY;501 ELLIOTT ST SUITE A;STANTON;51573;7128292290;5984;-95101511;40984178
IA;IA0437;XG;VILLISCA PUBLIC LIBRARY;204 S 3RD AVE;VILLISCA;50864;7128262452;4680;-94977295;40930372
IA;IA0438;XH;GLENWOOD PUBLIC LIBRARY;109 N VINE ST;GLENWOOD;51534;7125275252;47879;-95741876;41048202
IA;IA0439;XI;LEWIS PUBLIC LIBRARY;412 W MAIN ST;LEWIS;51544;7127692228;16818;-95089233;41305723
IA;IA0440;XJ;MALVERN PUBLIC LIBRARY;502 MAIN ST;MALVERN;51551;7126248554;11405;-95585126;41003458
IA;IA0441;XK;SILVER CITY PUBLIC LIBRARY;408 MAIN ST;SILVER CITY;51571;7125259053;3213;-95637468;41112921
IA;IA0442;XL;EMERSON PUBLIC LIBRARY;701 MORTON AVE;EMERSON;51533;7128247867;2800;-95402381;41016988
IA;IA0443;XN;HAMBURG PUBLIC LIBRARY;1301 MAIN ST;HAMBURG;51640;7123821395;2670;-95657124;40606253
IA;IA0444;XO;RANDOLPH PUBLIC LIBRARY;106 S MAIN;RANDOLPH;51649;7126253561;4751;-95566145;40873061
IA;IA0445;XP;SIDNEY PUBLIC LIBRARY;1002 ILLINOIS ST;SIDNEY;51652;7123746203;8757;-95647308;40749751
IA;IA0446;XQ;TABOR PUBLIC LIBRARY;723 MAIN ST;TABOR;51653;7126292735;4166;-95671388;4089968
IA;IA0447;XR;ANITA PUBLIC LIBRARY;812 3RD ST;ANITA;50020;7127623639;11014;-94767638;41444915
IA;IA0448;XS;ATLANTIC PUBLIC LIBRARY;507 POPLAR ST;ATLANTIC;50022;7122435466;14810;-95014478;41405421
IA;IA0449;XT;CUMBERLAND PUBLIC LIBRARY;119 MAIN;CUMBERLAND;50843;7127745334;2338;-94870503;4127189
IA;IA0450;XU;GRISWOLD PUBLIC LIBRARY;505 MAIN ST;GRISWOLD;51535;7127784130;17871;-95142402;41234748
IA;IA0451;XV;MASSENA PUBLIC LIBRARY;122 MAIN ST;MASSENA;50853;7127793726;3990;-94768845;41252701
IA;IA0452;XW;AVOCA PUBLIC LIBRARY;213 N ELM ST;AVOCA;51521;7123436358;24000;-95339345;4147836
IA;IA0453;XX;COUNCIL BLUFFS PUBLIC LIBRARY;400 WILLOW AVE;COUNCIL BLUFFS;51503;7123237553;311838;-95849928;41258288
IA;IA0454;XY;ECKELS MEMORIAL LIBRARY;207 S HIGHWAY;OAKLAND;51560;7124826668;3536;-95396495;4130718
IA;IA0455;XZ;WALNUT PUBLIC LIBRARY;224 ANTIQUE CITY DR;WALNUT;51577;7127843533;5500;-95222178;41476871
IA;IA0456;YA;BONDURANT COMMUNITY LIBRARY;104 2ND ST NE;BONDURANT;50035;5159674790;30855;-93463071;41702998
IA;IA0457;YB;J.C. CLEGG PUBLIC LIBRARY;137 4TH ST N;CENTRAL CITY;52214;3194386685;12206;-91524569;4220568
IA;IA0458;YC;HIAWATHA PUBLIC LIBRARY;150 W WILLMAN ST;HIAWATHA;52233;3193931414;103788;-91672311;42036888
IA;IA0459;YD;LISBON PUBLIC LIBRARY;101 E MAIN ST;LISBON;52253;3194552800;10347;-91385323;41921233
IA;IA0460;YE;MARION PUBLIC LIBRARY;1095 6TH AVE;MARION;52302;3193773412;328529;-91598942;42032333
IA;IA0461;YF;SPRINGVILLE MEMORIAL LIBRARY;264 BROADWAY ST;SPRINGVILLE;52336;3198546444;20172;-91443414;42060142
IA;IA0462;YG;WEST BRANCH PUBLIC LIBRARY;300 NDOWNEY ST;WEST BRANCH;52358;3196432633;24846;-91345368;41674476
IA;IA0463;YI;SHELLSBURG PUBLIC LIBRARY;110 MAIN ST;SHELLSBURG;52332;3194362112;16800;-91869684;42094546
IA;IA0464;YK;ANAMOSA LIBRARY & LEARNING CENTER;600 E FIRST ST;ANAMOSA;52205;3194622183;56511;-9127937;42106503
IA;IA0465;YL;CASCADE PUBLIC LIBRARY;301 1ST AV W;CASCADE;52033;5638523222;15996;-91014901;42298552
IA;IA0466;YM;ROSS & ELIZABETH BATY MONTICELLO PUBLIC LIBRARY;205 E GRAND ST;MONTICELLO;52310;3194653354;28110;-91187521;42237417
IA;IA0467;YN;MORLEY PUBLIC LIBRARY;507 VINE ST;MORLEY;52312;3194899271;687;-91245195;42007231
IA;IA0468;YO;OLIN PUBLIC LIBRARY;301 PARKWAY ST;OLIN;52320;3194842944;7231;-91137763;41993621
IA;IA0469;YP;WREGIE MEMORIAL LIBRARY;105 W BROADWAY ST;OXFORD JUNCTION;52323;5638262450;3561;-90956601;4198371
IA;IA0470;YQ;WYOMING PUBLIC LIBRARY;109 W MAIN;WYOMING;52362;5634883975;5308;-91005988;42058864
IA;IA0471;YR;CALAMUS PUBLIC LIBRARY;198 2ND ST;CALAMUS;52729;5633402248;120;-90758774;418255
IA;IA0472;YS;CAMANCHE PUBLIC LIBRARY;102 12TH AVE;CAMANCHE;52730;5632591106;18252;-90257155;41779
IA;IA0473;YT;CLINTON PUBLIC LIBRARY;306 8TH AVE S;CLINTON;52732;5632428441;187750;-90190975;41837856
IA;IA0474;YU;FRANCES BANTA WAGGONER COMMUNITY LIBRARY;505 10TH ST;DE WITT;52742;5636595523;51264;-90537542;41825174
IA;IA0475;YV;LOST NATION PUBLIC LIBRARY;410 MAIN ST;LOST NATION;52254;5636782114;4813;-90818204;41963631
IA;IA0476;YW;TIPTON PUBLIC LIBRARY;206 CEDAR ST;TIPTON;52772;5638866266;25250;-91128355;41767381
IA;IA0477;YX;CLARENCE PUBLIC LIBRARY;309 6TH AVE;CLARENCE;52216;5634523734;4827;-91056285;4188819
IA;IA0478;YY;MECHANICSVILLE PUBLIC LIBRARY;218 E 1ST ST;MECHANICSVILLE;52306;4634327135;9282;-9125411;419045
IA;IA0479;YZ;STANWOOD PUBLIC LIBRARY;202 E BROADWAY;STANWOOD;52337;5639423531;7294;-91150595;41892861
IA;IA0480;ZA;CURTIS MEMORIAL LIBRARY;116 S MAIN ST;WHEATLAND;52777;5633741534;4217;-90838609;41832183
IA;IA0481;ZB;NORELIUS COMMUNITY LIBRARY;1403 1ST AVE SOUTH;DENISON;51442;7122639355;93578;-95353422;42015603
IA;IA0483;ZE;SCHLESWIG PUBLIC LIBRARY;202 CEDAR ST;SCHLESWIG;51461;7126763470;2248;-95436392;42165396
IA;IA0484;ZG;CHARTER OAK PUBLIC LIBRARY;461 RAILROAD ST;CHARTER OAK;51439;7126783425;995;-95591063;42069725
IA;IA0485;ZJ;DUNLAP PUBLIC LIBRARY;102 S 10TH ST;DUNLAP;51529;7126435311;6117;-95596287;41854242
IA;IA0486;ZK;LOGAN PUBLIC LIBRARY;121 E 6TH ST;LOGAN;51546;7126442551;11128;-95789411;41644088
IA;IA0487;ZL;MISSOURI VALLEY PUBLIC LIBRARY;420 E HURON ST;MISSOURI VALLEY;51555;7126424111;29330;-95889401;41557383
IA;IA0488;ZM;MODALE PUBLIC LIBRARY;208 MAIN;MODALE;51556;7126452826;1525;-9600897;41621064
IA;IA0489;ZN;MONDAMIN PUBLIC LIBRARY;201 MAPLE ST;MONDAMIN;51557;7126462888;5450;-96021691;41710398
IA;IA0490;ZO;WOODBINE CARNEGIE PUBLIC LIBRARY;58 5TH ST;WOODBINE;51579;7126472750;9693;-95703742;41737013
IA;IA0491;ZP;ARTHUR PUBLIC LIBRARY;224 S MAIN ST;ARTHUR;51431;7123672240;3396;-95347499;42335029
IA;IA0492;ZS;STUBBS MEMORIAL LIBRARY;207 E SECOND ST;HOLSTEIN;51025;7123684563;13416;-95542642;42489242
IA;IA0493;ZT;IDA GROVE PUBLIC LIBRARY;100 E 2ND ST;IDA GROVE;51445;7123642306;37276;-95465338;42343968
IA;IA0494;ZU;ONAWA PUBLIC LIBRARY;707 IOWA AVE W;ONAWA;51040;7124231733;31650;-96093241;42026657
IA;IA0495;ZV;WHITING PUBLIC LIBRARY;407 WHITTIER ST;WHITING;51063;7124552612;10764;-96155403;42127472
IA;IA0497;ZX;FISHER-WHITING MEMORIAL LIBRARY;609 COURTRIGHT;MAPLETON;51034;7128811312;23140;-95790061;42164657
IA;IA0498;ZY;HARLAN COMMUNITY LIBRARY;718 COURT;HARLAN;51537;7127555934;34897;-95319229;41657727
IA;IA0499;AE;BLAKESBURG PUBLIC LIBRARY;407 S WILSON ST;BLAKESBURG;52536;6419382834;4373;-9263922;40958532
IA;IA0500;FK;FARMERSBURG PUBLIC LIBRARY;208 S MAIN;FARMERSBURG;52047;5635362229;2860;-91368094;42959023
IA;IA0501;GS;COLFAX PUBLIC LIBRARY;25 W DIVISION ST;COLFAX;50054;5156743625;7266;-93246252;41677053
IA;IA0502;OF;CLEARFIELD PUBLIC LIBRARY;401 BROADWAY SUITE 200;CLEARFIELD;50840;6413362944;1997;-94475664;40799631
IA;IA0503;RT;J.J. HANDS LIBRARY;609 2ND. ST;LOHRVILLE;51453;7124654115;10764;-94548118;42270178
IA;IA0504;CI;VICTOR PUBLIC LIBRARY;710 2ND ST;VICTOR;52347;3196473646;5841;-9229811;41731776
IA;IA0505;EU;GRAETTINGER PUBLIC LIBRARY;115 W ROBINS ST;GRAETTINGER;51342;7128593592;4869;-9475094;43237785
IA;IA0506;P3;LAUREL COMMUNITY LIBRARY;102 N MAIN ST;LAUREL;50141;6414763045;379;-92922225;41884738
IA;IA0507;RV;POMEROY PUBLIC LIBRARY;114 S ONTARIO ST;POMEROY;50575;7124682311;7430;-94684102;42550845
IA;IA0509;SW;DUMONT COMMUNITY LIBRARY;602 2ND ST;DUMONT;50625;6418573304;10164;-92971711;42750086
IA;IA0510;VM;WEST UNION COMMUNITY LIBRARY;210 N VINE ST;WEST UNION;52175;5634223103;38224;-91808154;42963937
IA;IA0511;WJ;AURELIA PUBLIC LIBRARY;232 MAIN ST;AURELIA;51005;7124345330;5338;-95436534;4271328
IA;IA0513;IA0513;DOW CITY PUBLIC LIBRARY;104 S FRANKLIN ST;DOW CITY;51528;7126743453;3463;-95496145;41928549
IA;IA0516;ZQ;BATTLE CREEK PUBLIC LIBRARY;115 MAIN ST;BATTLE CREEK;51006;7123654912;7855;-95599042;42315867
IA;IA0517;ZR;GALVA PUBLIC LIBRARY;203 S MAIN ST;GALVA;51020;7122824400;2710;-95417225;42506789
IA;IA0518;A2;EDWARD F. OWEN MEMORIAL LIBRARY;1120 WILLOW DR;CARTER LAKE;51510;7123475492;15949;-95915032;41290328
IA;IA0519;IA0519;COIN PUBLIC LIBRARY;115 MAIN ST;COIN;51636;7125833684;1311;-95233111;40655519
IA;IA0520;EK;HARTLEY PUBLIC LIBRARY;91 1ST ST SE;HARTLEY;51346;7129282080;10616;-95475778;43179961
IA;IA0521;RL;H.F. AND MAUDE E. MARCHANT MEMORIAL LIBRARY;1110 MAIN ST;SCRANTON;51462;7126523453;5460;-94545388;42020656
IA;IA0522;IA0578;FARNHAMVILLE PUBLIC LIBRARY;240 HARDIN;FARNHAMVILLE;50538;5155443660;1601;-9440313;42275966
IA;IA0523;RS;LAKE CITY PUBLIC LIBRARY;110 E WASHINGTON ST;LAKE CITY;51449;7124643413;14501;-94733577;42268293
IA;IA0524;VA;LACONA PUBLIC LIBRARY;107 E MAIN;LACONA;50139;6415344400;2372;-93385181;41189599
IA;IA0525;WP;EVERLY PUBLIC LIBRARY;308 N MAIN;EVERLY;51338;7128342390;3513;-95327234;4316035
IA;IA0528;ZI;AUBURN PUBLIC LIBRARY;209 PINE ST;AUBURN;51433;7126882264;3880;-94877726;42250631
IA;IA0530;JF;DICKENS PUBLIC LIBRARY;210 MAIN ST;DICKENS;51333;7128362217;4852;-95023894;43132179
IA;IA0531;ED;DOON PUBLIC LIBRARY;207 BARTON AVE;DOON;51235;7127263526;3100;-96231372;43277995
IA;IA0532;JC;GLIDDEN PUBLIC LIBRARY;110 IDAHO ST;GLIDDEN;51443;7126593781;5201;-94728856;42055834
IA;IA0533;GV;MONROE PUBLIC LIBRARY;416 S BUCHANAN ST;MONROE;50170;6412593065;9571;-93107895;415179
IA;IA0534;AV;MURRAY PUBLIC LIBRARY;416 MAPLE ST;MURRAY;50174;6414472711;5381;-93950837;41041292
IA;IA0535;OH;NEW MARKET PUBLIC LIBRARY;407 MAIN ST;NEW MARKET;51646;7125853467;2818;-94899347;40730571
IA;IA0536;LX;SCHALLER PUBLIC LIBRARY;103 S MAIN;SCHALLER;51053;7122754741;3453;-95293408;42497231
IA;IA0537;IA0564;UTE PUBLIC LIBRARY;130 MAIN ST;UTE;51060;7128852237;2540;-95706763;42050186
IA;IA0541;ZD;MANILLA PUBLIC LIBRARY;447 MAIN ST;MANILLA;51454;7126545192;858;-95232951;41889738
IA;IA0544;IA0563;WASHTA PUBLIC LIBRARY;100 S 5TH AVE;WASHTA;51061;7124476546;9478;-95720071;42575462
IA;IA0545;ZF;WESTSIDE PUBLIC LIBRARY;150 MAIN ST;WESTSIDE;51467;7126634493;2030;-95098259;4207443
IA;IA0547;S1;JOHNSTON PUBLIC LIBRARY;6700 MERLE HAY RD;JOHNSTON;50131;5152785233;153440;-93697758;41683541
IA;IA0548;GW;PRAIRIE CITY PUBLIC LIBRARY;100 E FIFTH;PRAIRIE CITY;50228;5159942308;6570;-93236137;4159941
IA;IA0549;S3;LYNNVILLE PUBLIC LIBRARY;404 EAST ST;LYNNVILLE;50153;6415272590;3000;-92782798;41578369
IA;IA0550;W3;DOLORES TILLINGHAST MEMORIAL LIBRARY;234 N 4TH ST;HARPERS FERRY;52146;5635862524;3000;-91150887;43202063
IA;IA0551;S2;SULLY COMMUNITY LIBRARY;318 6TH AVE;SULLY;50251;6415944148;10246;-92847388;415786
IA;IA0552;S4;WATERVILLE PUBLIC LIBRARY;82 MAIN ST;WATERVILLE;52170;5635357295;1000;-91296823;43211805
IA;IA0554;BH;REDFIELD PUBLIC LIBRARY;1112 THOMAS ST;REDFIELD;50233;5158332200;10000;-94197052;41590594
IA;IA0555;P4;AURORA PUBLIC LIBRARY;401 WOODRUFF ST;AURORA;50607;3196343960;2631;-91729359;4261895
IA;IA0556;W5;BADGER PUBLIC LIBRARY;211 1ST AVE SE;BADGER;50516;5155454793;6578;-94145191;42614832
IA;IA0557;7C;CRYSTAL LAKE PUBLIC LIBRARY;225 STATE AVE SOUTH;CRYSTAL LAKE;50432;6415653325;3653;-93790137;43222091
IA;IA0558;T4;CLUTIER PUBLIC LIBRARY;404 MAIN;CLUTIER;52217;3194792171;1400;-92403903;42079476
IA;IA0559;T2;ATKINS PUBLIC LIBRARY;480 THIRD AVE;ATKINS;52206;3194467676;14238;-91865219;41994966
IA;IA0560;IA0560;MOORHEAD PUBLIC LIBRARY;MAIN ST;MOORHEAD;51558;-4;1535;-95849339;41922455
IA;IA0561;IA0561;MELCHER-DALLAS PUBLIC LIBRARY;111 MAIN ST;MELCHER-DALLAS;50163;6419476700;9331;-93241857;4122325
IA;IA0562;IA0562;PUBLIC RESOURCE/TECHNOLOGY CENTER;201 SCHOOL ST;ORIENT;50858;6413375061;4413;-94414615;41200571
IA;IA0570;IA0570;BAXTER PUBLIC LIBRARY;202 E STATE ST;BAXTER;50028;6412273934;14274;-93149202;41826358
IA;IA0571;IA0571;CLIVE PUBLIC LIBRARY;1900 NW 114TH ST;CLIVE;50325;5154532221;78772;-93774989;4160963
IA;IA0573;IA0573;HOSPERS PUBLIC LIBRARY;213 MAIN ST;HOSPERS;51238;7127528400;20736;-95905677;43072372
IA;IA0575;IA0575;RUSSELL D. COLE LIBRARY;620 THIRD ST SW;MOUNT VERNON;52314;3198954262;17827;-91422353;4192284
IA;IA0576;IA0576;SPRINGMIER COMMUNITY LIBRARY;311 W MARENGO RD;TIFFIN;52340;3195452960;6250;-91667624;41707323
IA;IA0577;IA0577;CUSHING COMMUNITY LIBRARY;202 MAIN ST;CUSHING;51018;7123842501;1038;-95675219;42465451
IA;IA0578;IA0585;ST. CHARLES PUBLIC LIBRARY;113 S LUMBER ST;ST. CHARLES;50240;6413962945;2224;-93807075;41288327
IA;IA0579;IA0579;LE CLAIRE COMMUNITY LIBRARY;323 WISCONSIN ST;LE CLAIRE;52753;5632896002;26757;-90346621;41597588
IA;IA0580;IA0580;RUNNELLS COMMUNITY LIBRARY;6575 SE 116TH ST;RUNNELLS;50237;5159662068;970;-93357795;41520592
IA;IA0581;IA0572;MINGO PUBLIC LIBRARY;307 MOHAWK DR;MINGO;50168;6413634631;733;-93286023;41764509
IA;IA0582;IA0590;LIED IRWIN PUBLIC LIBRARY;509 ANN;IRWIN;51446;7127823335;2316;-952061;41790438
IA;IA0583;SWPL;SWISHER COMMUNITY LIBRARY;72 2ND ST;SWISHER;52338;3198574090;7410;-91695245;41845577
IA;IA0584;MBC;MILLERSBURG COMMUNITY LIBRARY;847 JACKSON ST;MILLERSBURG;52308;3196557005;2308;-92158294;41572119
ID;ID0001;IDAB;ABERDEEN DISTRICT;76 E CENTRAL AVE;ABERDEEN;83210;2083974427;26656;-112839819;42944115
ID;ID0002;IDAM;AMERICAN FALLS DISTRICT;308 ROOSEVELT ST;AMERICAN FALLS;83211;2082262335;65482;-11285246;42782733
ID;ID0003;IDAR;LOST RIVERS DISTRICT;126 S FRONT ST;ARCO;83213;2085278511;20883;-113299396;43636017
ID;ID0005;IDB;BOISE PUBLIC;715 S CAPITOL BLVD;BOISE;83702;2089728258;1434112;-116207174;43610011
ID;ID0006;IDBC;ADA COUNTY DISTRICT;10664 W VICTORY RD;BOISE;83709;2083620181;332553;-11631483;43575736
ID;ID0007;IDBE;BELLEVUE PUBLIC;117 E PINE;BELLEVUE;83313;2087884503;6003;-114259394;43463018
ID;ID0008;IDBF;BLACKFOOT PUBLIC;129 N BROADWAY;BLACKFOOT;83221;2087858628;231868;-11234499;43190322
ID;ID0009;IDBFS;SNAKE RIVER SCHOOL/COMMUNITY;924 W HWY 39;BLACKFOOT;83221;2086843063;84896;-112480353;43197014
ID;ID0010;IDBNF;BOUNDARY COUNTY DISTRICT;6370 KOOTENAI;BONNERS FERRY;83805;2082673750;73250;-116310685;48696342
ID;ID0011;IDBR;BRUNEAU VALLEY DISTRICT;32073 RUTH ST;BRUNEAU;83604;2088452131;1975;-115799518;42881534
ID;ID0012;IDBUH;BUHL PUBLIC;215 BROADWAY N;BUHL;83316;2085436500;34312;-114761251;42600057
ID;ID0013;IDBUR;BURLEY PUBLIC;1300 MILLER AVE;BURLEY;83318;2088787708;83400;-113795917;42536429
ID;ID0014;IDC;COEUR D`ALENE PUBLIC;702 E FRONT AVE;COEUR D`ALENE;83814;2087692315;257341;-11677665;47672509
ID;ID0015;IDCA;CALDWELL PUBLIC;1010 DEARBORN ST;CALDWELL;83605;2084593242;208624;-116687558;43661445
ID;ID0016;IDCAR;LITTLE WOOD RIVER DISTRICT;16 PANTHER AVE;CAREY;83320;2088234510;3050;-11394384;43315071
ID;ID0018;IDCHA;CHALLIS PUBLIC;531 MAIN ST;CHALLIS;83226;2088794267;13006;-114241872;44504635
ID;ID0019;IDCHP;PORTNEUF DISTRICT;5210 STUART;CHUBBUCK;83202;2082372192;92700;-112474419;42928126
ID;ID0020;IDCL;CLARKIA DISTRICT;377 POPLAR ST;CLARKIA;83812;2082452908;512;-116253283;47009167
ID;ID0021;IDCM;CAMBRIDGE DISTRICT;120 N SUPERIOR ST;CAMBRIDGE;83610;2082573434;6500;-116675088;44572912
ID;ID0022;IDCN;COUNCIL VALLEY DISTRICT;104 CALIFORNIA AVE;COUNCIL;83612;2082536004;9530;-116436881;44728231
ID;ID0023;IDCS;CASCADE PUBLIC;105 N FRONT ST;CASCADE;83611;2083824757;21314;-116041295;44516728
ID;ID0024;IDD;SOUTH BANNOCK DISTRICT;18 N MAIN;DOWNEY;83234;2088975270;28215;-112124308;42429005
ID;ID0025;IDDU;CLARK COUNTY DISTRICT;160 W MAIN ST;DUBOIS;83423;2083745267;1700;-112231956;44176294
ID;ID0026;IDEA;EAGLE PUBLIC;100 N STIERMAN WY;EAGLE;83616;2089396814;194004;-116347277;43696013
ID;ID0027;IDEM;EMMETT PUBLIC;275 S HAYES AVE;EMMETT;83617;2083656057;38233;-116498719;438739
ID;ID0028;IDER;ELK RIVER DISTRICT;203 MAIN ST;ELK RIVER;83827;2088263539;3772;-116179451;46782672
ID;ID0029;IDFA;CAMAS COUNTY DISTRICT;607 SOLDIER RD;FAIRFIELD;83327;2087642553;7908;-114792048;4334703
ID;ID0030;IDFI;FILER PUBLIC;219 MAIN ST;FILER;83328;2083264143;5963;-114606381;42570186
ID;ID0032;IDGA;GARDEN VALLEY DISTRICT;85 OLD CROUCH RD;GARDEN VALLEY;83622;2084623317;25041;-115969048;44110697
ID;ID0033;IDGC;GARDEN CITY PUBLIC;6015 GLENWOOD ST;GARDEN CITY;83714;2084722940;147909;-116279777;4365959
ID;ID0034;IDGF;GLENNS FERRY PUBLIC;298 S LINCOLN;GLENNS FERRY;83623;2083662045;4195;-115297821;42951454
ID;ID0035;IDGG;GRANGEVILLE CENTENNIAL;215 W NORTH ST;GRANGEVILLE;83530;2089830951;27961;-116121485;45926936
ID;ID0036;IDGO;GOODING PUBLIC;306 5TH AVE W;GOODING;83330;2089344089;28039;-11471607;42940707
ID;ID0037;IDGR;GRACE DISTRICT;204 S MAIN ST;GRACE;83241;2084253695;9707;-111730371;42578511
ID;ID0038;IDGV;EASTERN OWYHEE COUNTY DISTRICT;520 BOISE AVE;GRAND VIEW;83624;2088342785;9429;-116095499;42988536
ID;ID0039;IDHB;HORSESHOE BEND DISTRICT;392 HWY 55;HORSESHOE BEND;83629;2087932460;7825;-116200396;43906563
ID;ID0040;IDHG;HAGERMAN PUBLIC;290 S STATE ST;HAGERMAN;83332;2088376520;3035;-114898586;42814801
ID;ID0041;IDHL;HAILEY PUBLIC;7 W CROY ST;HAILEY;83333;2087882036;67225;-114314796;43518628
ID;ID0042;IDHM;HOMEDALE PUBLIC;125 W OWYHEE AVE;HOMEDALE;83628;2083374228;7538;-116936576;43618693
ID;ID0043;IDHN;HANSEN DISTRICT;120 W MAPLE AVE;HANSEN;83334;2084234122;7567;-114301333;42530711
ID;ID0045;IDIC;BOISE BASIN DISTRICT;123 MONTGOMERY ST;IDAHO CITY;83631;2083924558;17935;-115834215;43825586
ID;ID0046;IDIF;IDAHO FALLS PUBLIC;457 W BROADWAY;IDAHO FALLS;83402;2086128460;451703;-112042078;43492005
ID;ID0048;IDJ;JEROME PUBLIC;100 1ST AVE E;JEROME;83338;2083245427;75000;-114518081;42725137
ID;ID0049;IDKI;KIMBERLY PUBLIC;120 MADISON ST W;KIMBERLY;83341;2084234556;11195;-114365131;42534627
ID;ID0050;IDKU;KUNA DISTRICT;457 N LOCUST;KUNA;83634;2089221025;422672;-116419912;43492337
ID;ID0051;IDL;LEWISTON CITY PUBLIC;411 D ST;LEWISTON;83501;2087982525;120284;-11702814;46421908
ID;ID0053;IDLEW;LEWISVILLE LEGACY PUBLIC;3453 E 480 N;LEWISVILLE;83431;2087548608;1708;-112012331;43695777
ID;ID0055;IDLNP-L;PRAIRIE-RIVER DISTRICT;103 N MAIN ST;LAPWAI;83540;2088437254;60532;-116804898;4640513
ID;ID0056;IDMA;ONEIDA COUNTY DISTRICT;31 N 100 W;MALAD;83252;2087662229;53000;-112248175;42186296
ID;ID0057;IDMAC;MACKAY DISTRICT;320 CAPITOL AVE;MACKAY;83251;2085883333;3500;-113615278;43914044
ID;ID0058;IDMAR;LIZARD BUTTE DISTRICT;111 3RD AVE W;MARSING;83639;2088964690;15034;-116806805;43545911
ID;ID0059;IDMC;MCCALL PUBLIC;218 E PARK ST;MCCALL;83638;2086345522;29898;-116100452;44908954
ID;ID0060;IDLC;LATAH COUNTY DISTRICT;110 S JEFFERSON ST;MOSCOW;83843;2088823925;87101;-116998611;4673329
ID;ID0061;IDME;MERIDIAN DISTRICT;1326 W CHERRY LN;MERIDIAN;83642;2088884451;425604;-11640908;43619256
ID;ID0062;IDMEN;JEFFERSON COUNTY DISTRICT;623A N 3500 E;MENAN;83434;2087540021;18271;-112003244;43717334
ID;ID0063;IDMH;MOUNTAIN HOME PUBLIC;790 N 10TH E;MOUNTAIN HOME;83647;2085874716;76380;-115687451;43137345
ID;ID0064;IDMHP;PRAIRIE DISTRICT;71 SMITH CREEK RD;PRAIRIE;83647;2088683269;60;-115573691;43502026
ID;ID0065;IDMI;MIDDLETON PUBLIC;307 CORNELL ST;MIDDLETON;83644;2085853931;35991;-11661889;43706527
ID;ID0066;IDMID;MIDVALE DISTRICT;70 E BRIDGE ST;MIDVALE;83645;2083552213;5202;-116733825;44470956
ID;ID0067;IDMONB;BEAR LAKE COUNTY DISTRICT;138 N 6TH ST;MONTPELIER;83254;2088471664;50100;-111302396;42318297
ID;ID0068;IDMU;MULLAN PUBLIC;117 HUNTER AVE;MULLAN;83846;2087441220;6915;-115801605;47470866
ID;ID0069;IDN;NAMPA PUBLIC;215 12TH AVE S;NAMPA;83651;2084685800;309801;-116561024;43577894
ID;ID0070;IDNO;NOTUS PUBLIC;387 FIRST ST;NOTUS;83656;2084598247;1776;-116800343;43725837
ID;ID0071;IDNPM;ARMORAL TUTTLE PUBLIC;301 N PLYMOUTH AVE;NEW PLYMOUTH;83655;2082785338;4145;-116819745;43973154
ID;ID0072;IDO;OSBURN PUBLIC;921 MULLAN AVE;OSBURN;83849;2087529711;6264;-115991326;4750243
ID;ID0073;IDOA;OAKLEY DISTRICT;185 E MAIN ST;OAKLEY;83346;2088623434;4563;-11387988;42243087
ID;ID0074;IDOL;OLA DISTRICT;11475 OLA SCHOOL RD;OLA;83657;2085843589;1009;-116289811;44177163
ID;ID0075;IDOR;CLEARWATER DISTRICT;204 WOOD ST;WEIPPE;83553;2084354058;59310;-11594299;4637547
ID;ID0077;IDPAR;PATRICIA ROMANKO PUBLIC;121 N 3RD ST;PARMA;83660;2087226605;18662;-116944132;43785391
ID;ID0078;IDPAY;PAYETTE PUBLIC;24 S 10TH ST;PAYETTE;83661;2086426029;48612;-116932008;44074298
ID;ID0080;IDP;MARSHALL PUBLIC;113 S GARFIELD;POCATELLO;83204;2082321263;341306;-112452481;42860693
ID;ID0081;IDPI;PIERCE DISTRICT;208 S MAIN ST;PIERCE;83546;2084642823;6546;-11579898;46489129
ID;ID0083;IDPLU;PLUMMER PUBLIC;800 D ST;PLUMMER;83851;2086861812;9791;-11688545;47334145
ID;ID0084;IDPR;WEST BONNER DISTRICT;118 MAIN ST;PRIEST RIVER;83856;2084482207;52403;-116907491;48178869
ID;ID0085;IDPRE;LARSEN-SANT/FRANKLIN DISTRICT;109 S 1ST E;PRESTON;83263;2088520175;70000;-111873935;4209363
ID;ID0086;IDR;MADISON DISTRICT;73 N CENTER ST;REXBURG;83440;2083563461;185125;-111783869;43827919
ID;ID0087;IDRG;SALMON RIVER PUBLIC;126 N MAIN ST;RIGGINS;83549;2086283394;8200;-116314442;45422681
ID;ID0088;IDRI;RICHFIELD DISTRICT;105 S MAIN;RICHFIELD;83349;2084871242;3458;-114153834;43049193
